Time,RouterName,PkgName,OutputIf
+5.0472e+07ns,host8,pk-host24-to-host0-#349,1
+5.0484e+07ns,host0,pk-host16-to-host0-#333,-1
+5.0484e+07ns,host1,pk-host17-to-host0-#335,3
+5.0484e+07ns,host2,pk-host18-to-host0-#337,3
+5.0484e+07ns,host3,pk-host23-to-host0-#347,3
+5.0484e+07ns,host8,pk-host28-to-host0-#357,1
+5.0496e+07ns,host0,pk-host8-to-host0-#316,-1
+5.0496e+07ns,host1,pk-host9-to-host0-#319,3
+5.0508e+07ns,host0,pk-host12-to-host0-#325,-1
+5.0508e+07ns,host1,pk-host13-to-host0-#327,3
+5.052e+07ns,host0,pk-host4-to-host0-#309,-1
+5.0532e+07ns,host0,pk-host8-to-host0-#317,-1
+5.056e+07ns,host13,pk-host0-to-host18-#300,0
+5.056e+07ns,host0,pk-host9-to-host0-#318,-1
+5.056e+07ns,host1,pk-host14-to-host0-#328,3
+5.056e+07ns,host2,pk-host19-to-host0-#338,3
+5.056e+07ns,host3,pk-host24-to-host0-#348,3
+5.056e+07ns,host0,pk-host25-to-host0-#350,-1
+5.056e+07ns,host1,pk-host26-to-host0-#352,3
+5.056e+07ns,host2,pk-host27-to-host0-#354,3
+5.0572e+07ns,host13,pk-host0-to-host18-#301,0
+5.0572e+07ns,host0,pk-host21-to-host0-#342,-1
+5.0572e+07ns,host1,pk-host22-to-host0-#344,3
+5.0572e+07ns,host2,pk-host23-to-host0-#346,3
+5.0572e+07ns,host3,pk-host28-to-host0-#356,3
+5.0572e+07ns,host0,pk-host25-to-host0-#351,-1
+5.0572e+07ns,host1,pk-host26-to-host0-#353,3
+5.0572e+07ns,host2,pk-host27-to-host0-#355,3
+5.0584e+07ns,host0,pk-host17-to-host0-#334,-1
+5.0584e+07ns,host1,pk-host18-to-host0-#336,3
+5.0584e+07ns,host2,pk-host19-to-host0-#339,3
+5.0584e+07ns,host3,pk-host24-to-host0-#349,3
+5.0596e+07ns,host0,pk-host21-to-host0-#343,-1
+5.0596e+07ns,host1,pk-host22-to-host0-#345,3
+5.0596e+07ns,host2,pk-host23-to-host0-#347,3
+5.0596e+07ns,host3,pk-host28-to-host0-#357,3
+5.0608e+07ns,host0,pk-host13-to-host0-#326,-1
+5.0608e+07ns,host1,pk-host14-to-host0-#329,3
+5.062e+07ns,host0,pk-host17-to-host0-#335,-1
+5.062e+07ns,host1,pk-host18-to-host0-#337,3
+5.0632e+07ns,host0,pk-host9-to-host0-#319,-1
+5.0644e+07ns,host0,pk-host13-to-host0-#327,-1
+5.0672e+07ns,host18,pk-host0-to-host18-#300,-1
+5.0672e+07ns,host0,pk-host14-to-host0-#328,-1
+5.0672e+07ns,host1,pk-host19-to-host0-#338,3
+5.0672e+07ns,host2,pk-host24-to-host0-#348,3
+5.0684e+07ns,host18,pk-host0-to-host18-#301,-1
+5.0684e+07ns,host0,pk-host26-to-host0-#352,-1
+5.0684e+07ns,host1,pk-host27-to-host0-#354,3
+5.0684e+07ns,host2,pk-host28-to-host0-#356,3
+5.0696e+07ns,host0,pk-host22-to-host0-#344,-1
+5.0696e+07ns,host1,pk-host23-to-host0-#346,3
+5.0696e+07ns,host2,pk-host24-to-host0-#349,3
+5.0708e+07ns,host0,pk-host26-to-host0-#353,-1
+5.0708e+07ns,host1,pk-host27-to-host0-#355,3
+5.0708e+07ns,host2,pk-host28-to-host0-#357,3
+5.072e+07ns,host0,pk-host18-to-host0-#336,-1
+5.072e+07ns,host1,pk-host19-to-host0-#339,3
+5.0732e+07ns,host0,pk-host22-to-host0-#345,-1
+5.0732e+07ns,host1,pk-host23-to-host0-#347,3
+5.0744e+07ns,host0,pk-host14-to-host0-#329,-1
+5.0756e+07ns,host0,pk-host18-to-host0-#337,-1
+5.0784e+07ns,host0,pk-host19-to-host0-#338,-1
+5.0784e+07ns,host1,pk-host24-to-host0-#348,3
+5.0796e+07ns,host0,pk-host27-to-host0-#354,-1
+5.0796e+07ns,host1,pk-host28-to-host0-#356,3
+5.0808e+07ns,host0,pk-host23-to-host0-#346,-1
+5.0808e+07ns,host1,pk-host24-to-host0-#349,3
+5.082e+07ns,host0,pk-host27-to-host0-#355,-1
+5.082e+07ns,host1,pk-host28-to-host0-#357,3
+5.0832e+07ns,host0,pk-host19-to-host0-#339,-1
+5.0844e+07ns,host0,pk-host23-to-host0-#347,-1
+5.0896e+07ns,host0,pk-host24-to-host0-#348,-1
+5.0908e+07ns,host0,pk-host28-to-host0-#356,-1
+5.092e+07ns,host0,pk-host24-to-host0-#349,-1
+5.0932e+07ns,host0,pk-host28-to-host0-#357,-1
+6e+07ns,host0,pk-host0-to-host18-#360,2
+6e+07ns,host0,pk-host0-to-host18-#361,2
+6e+07ns,host1,pk-host1-to-host0-#362,3
+6e+07ns,host1,pk-host1-to-host0-#363,3
+6e+07ns,host2,pk-host2-to-host0-#364,3
+6e+07ns,host2,pk-host2-to-host0-#365,3
+6e+07ns,host3,pk-host3-to-host0-#366,3
+6e+07ns,host3,pk-host3-to-host0-#367,3
+6e+07ns,host4,pk-host4-to-host0-#368,3
+6e+07ns,host4,pk-host4-to-host0-#369,3
+6e+07ns,host5,pk-host5-to-host0-#370,1
+6e+07ns,host5,pk-host5-to-host0-#371,1
+6e+07ns,host6,pk-host6-to-host0-#372,1
+6e+07ns,host6,pk-host6-to-host0-#373,1
+6e+07ns,host7,pk-host7-to-host0-#374,1
+6e+07ns,host7,pk-host7-to-host0-#375,1
+6e+07ns,host8,pk-host8-to-host0-#376,1
+6e+07ns,host8,pk-host8-to-host0-#377,1
+6e+07ns,host9,pk-host9-to-host0-#378,3
+6e+07ns,host9,pk-host9-to-host0-#379,3
+6e+07ns,host10,pk-host10-to-host0-#380,1
+6e+07ns,host10,pk-host10-to-host0-#381,1
+6e+07ns,host11,pk-host11-to-host0-#382,1
+6e+07ns,host11,pk-host11-to-host0-#383,1
+6e+07ns,host12,pk-host12-to-host0-#384,1
+6e+07ns,host12,pk-host12-to-host0-#385,1
+6e+07ns,host13,pk-host13-to-host0-#386,1
+6e+07ns,host13,pk-host13-to-host0-#387,1
+6e+07ns,host14,pk-host14-to-host0-#388,3
+6e+07ns,host14,pk-host14-to-host0-#389,3
+6e+07ns,host15,pk-host15-to-host0-#390,1
+6e+07ns,host15,pk-host15-to-host0-#391,1
+6e+07ns,host16,pk-host16-to-host0-#392,1
+6e+07ns,host16,pk-host16-to-host0-#393,1
+6e+07ns,host17,pk-host17-to-host0-#394,1
+6e+07ns,host17,pk-host17-to-host0-#395,1
+6e+07ns,host18,pk-host18-to-host0-#396,1
+6e+07ns,host18,pk-host18-to-host0-#397,1
+6e+07ns,host19,pk-host19-to-host0-#398,3
+6e+07ns,host19,pk-host19-to-host0-#399,3
+6e+07ns,host20,pk-host20-to-host0-#400,1
+6e+07ns,host20,pk-host20-to-host0-#401,1
+6e+07ns,host21,pk-host21-to-host0-#402,1
+6e+07ns,host21,pk-host21-to-host0-#403,1
+6e+07ns,host22,pk-host22-to-host0-#404,1
+6e+07ns,host22,pk-host22-to-host0-#405,1
+6e+07ns,host23,pk-host23-to-host0-#406,1
+6e+07ns,host23,pk-host23-to-host0-#407,1
+6e+07ns,host24,pk-host24-to-host0-#408,3
+6e+07ns,host24,pk-host24-to-host0-#409,3
+6e+07ns,host25,pk-host25-to-host0-#410,1
+6e+07ns,host25,pk-host25-to-host0-#411,1
+6e+07ns,host26,pk-host26-to-host0-#412,1
+6e+07ns,host26,pk-host26-to-host0-#413,1
+6e+07ns,host27,pk-host27-to-host0-#414,1
+6e+07ns,host27,pk-host27-to-host0-#415,1
+6e+07ns,host28,pk-host28-to-host0-#416,1
+6e+07ns,host28,pk-host28-to-host0-#417,1
+6.0112e+07ns,host1,pk-host0-to-host18-#360,2
+6.0112e+07ns,host0,pk-host1-to-host0-#362,-1
+6.0112e+07ns,host1,pk-host2-to-host0-#364,3
+6.0112e+07ns,host2,pk-host3-to-host0-#366,3
+6.0112e+07ns,host3,pk-host4-to-host0-#368,3
+6.0112e+07ns,host0,pk-host5-to-host0-#370,-1
+6.0112e+07ns,host1,pk-host6-to-host0-#372,3
+6.0112e+07ns,host2,pk-host7-to-host0-#374,3
+6.0112e+07ns,host3,pk-host8-to-host0-#376,3
+6.0112e+07ns,host8,pk-host9-to-host0-#378,1
+6.0112e+07ns,host5,pk-host10-to-host0-#380,1
+6.0112e+07ns,host6,pk-host11-to-host0-#382,1
+6.0112e+07ns,host7,pk-host12-to-host0-#384,1
+6.0112e+07ns,host8,pk-host13-to-host0-#386,1
+6.0112e+07ns,host13,pk-host14-to-host0-#388,1
+6.0112e+07ns,host10,pk-host15-to-host0-#390,1
+6.0112e+07ns,host11,pk-host16-to-host0-#392,1
+6.0112e+07ns,host12,pk-host17-to-host0-#394,1
+6.0112e+07ns,host13,pk-host18-to-host0-#396,1
+6.0112e+07ns,host18,pk-host19-to-host0-#398,1
+6.0112e+07ns,host15,pk-host20-to-host0-#400,1
+6.0112e+07ns,host16,pk-host21-to-host0-#402,1
+6.0112e+07ns,host17,pk-host22-to-host0-#404,1
+6.0112e+07ns,host18,pk-host23-to-host0-#406,1
+6.0112e+07ns,host23,pk-host24-to-host0-#408,1
+6.0112e+07ns,host20,pk-host25-to-host0-#410,1
+6.0112e+07ns,host21,pk-host26-to-host0-#412,1
+6.0112e+07ns,host22,pk-host27-to-host0-#414,1
+6.0112e+07ns,host23,pk-host28-to-host0-#416,1
+6.0124e+07ns,host1,pk-host0-to-host18-#361,2
+6.0124e+07ns,host0,pk-host1-to-host0-#363,-1
+6.0124e+07ns,host1,pk-host2-to-host0-#365,3
+6.0124e+07ns,host2,pk-host3-to-host0-#367,3
+6.0124e+07ns,host3,pk-host4-to-host0-#369,3
+6.0124e+07ns,host0,pk-host5-to-host0-#371,-1
+6.0124e+07ns,host1,pk-host6-to-host0-#373,3
+6.0124e+07ns,host2,pk-host7-to-host0-#375,3
+6.0124e+07ns,host3,pk-host8-to-host0-#377,3
+6.0124e+07ns,host8,pk-host9-to-host0-#379,1
+6.0124e+07ns,host5,pk-host10-to-host0-#381,1
+6.0124e+07ns,host6,pk-host11-to-host0-#383,1
+6.0124e+07ns,host7,pk-host12-to-host0-#385,1
+6.0124e+07ns,host8,pk-host13-to-host0-#387,1
+6.0124e+07ns,host13,pk-host14-to-host0-#389,1
+6.0124e+07ns,host10,pk-host15-to-host0-#391,1
+6.0124e+07ns,host11,pk-host16-to-host0-#393,1
+6.0124e+07ns,host12,pk-host17-to-host0-#395,1
+6.0124e+07ns,host13,pk-host18-to-host0-#397,1
+6.0124e+07ns,host18,pk-host19-to-host0-#399,1
+6.0124e+07ns,host15,pk-host20-to-host0-#401,1
+6.0124e+07ns,host16,pk-host21-to-host0-#403,1
+6.0124e+07ns,host17,pk-host22-to-host0-#405,1
+6.0124e+07ns,host18,pk-host23-to-host0-#407,1
+6.0124e+07ns,host23,pk-host24-to-host0-#409,1
+6.0124e+07ns,host20,pk-host25-to-host0-#411,1
+6.0124e+07ns,host21,pk-host26-to-host0-#413,1
+6.0124e+07ns,host22,pk-host27-to-host0-#415,1
+6.0124e+07ns,host23,pk-host28-to-host0-#417,1
+6.0224e+07ns,host2,pk-host0-to-host18-#360,2
+6.0224e+07ns,host0,pk-host2-to-host0-#364,-1
+6.0224e+07ns,host1,pk-host3-to-host0-#366,3
+6.0224e+07ns,host2,pk-host4-to-host0-#368,3
+6.0224e+07ns,host3,pk-host9-to-host0-#378,3
+6.0224e+07ns,host0,pk-host10-to-host0-#380,-1
+6.0224e+07ns,host1,pk-host11-to-host0-#382,3
+6.0224e+07ns,host2,pk-host12-to-host0-#384,3
+6.0224e+07ns,host8,pk-host14-to-host0-#388,1
+6.0224e+07ns,host5,pk-host15-to-host0-#390,1
+6.0224e+07ns,host6,pk-host16-to-host0-#392,1
+6.0224e+07ns,host7,pk-host17-to-host0-#394,1
+6.0224e+07ns,host13,pk-host19-to-host0-#398,1
+6.0224e+07ns,host10,pk-host20-to-host0-#400,1
+6.0224e+07ns,host11,pk-host21-to-host0-#402,1
+6.0224e+07ns,host12,pk-host22-to-host0-#404,1
+6.0224e+07ns,host18,pk-host24-to-host0-#408,1
+6.0224e+07ns,host15,pk-host25-to-host0-#410,1
+6.0224e+07ns,host16,pk-host26-to-host0-#412,1
+6.0224e+07ns,host17,pk-host27-to-host0-#414,1
+6.0236e+07ns,host2,pk-host0-to-host18-#361,2
+6.0236e+07ns,host0,pk-host6-to-host0-#372,-1
+6.0236e+07ns,host1,pk-host7-to-host0-#374,3
+6.0236e+07ns,host2,pk-host8-to-host0-#376,3
+6.0236e+07ns,host3,pk-host13-to-host0-#386,3
+6.0236e+07ns,host0,pk-host10-to-host0-#381,-1
+6.0236e+07ns,host1,pk-host11-to-host0-#383,3
+6.0236e+07ns,host2,pk-host12-to-host0-#385,3
+6.0236e+07ns,host8,pk-host18-to-host0-#396,1
+6.0236e+07ns,host5,pk-host15-to-host0-#391,1
+6.0236e+07ns,host6,pk-host16-to-host0-#393,1
+6.0236e+07ns,host7,pk-host17-to-host0-#395,1
+6.0236e+07ns,host13,pk-host23-to-host0-#406,1
+6.0236e+07ns,host10,pk-host20-to-host0-#401,1
+6.0236e+07ns,host11,pk-host21-to-host0-#403,1
+6.0236e+07ns,host12,pk-host22-to-host0-#405,1
+6.0236e+07ns,host18,pk-host28-to-host0-#416,1
+6.0236e+07ns,host15,pk-host25-to-host0-#411,1
+6.0236e+07ns,host16,pk-host26-to-host0-#413,1
+6.0236e+07ns,host17,pk-host27-to-host0-#415,1
+6.0248e+07ns,host0,pk-host2-to-host0-#365,-1
+6.0248e+07ns,host1,pk-host3-to-host0-#367,3
+6.0248e+07ns,host2,pk-host4-to-host0-#369,3
+6.0248e+07ns,host3,pk-host9-to-host0-#379,3
+6.0248e+07ns,host8,pk-host14-to-host0-#389,1
+6.0248e+07ns,host13,pk-host19-to-host0-#399,1
+6.0248e+07ns,host18,pk-host24-to-host0-#409,1
+6.026e+07ns,host0,pk-host6-to-host0-#373,-1
+6.026e+07ns,host1,pk-host7-to-host0-#375,3
+6.026e+07ns,host2,pk-host8-to-host0-#377,3
+6.026e+07ns,host3,pk-host13-to-host0-#387,3
+6.026e+07ns,host8,pk-host18-to-host0-#397,1
+6.026e+07ns,host13,pk-host23-to-host0-#407,1
+6.026e+07ns,host18,pk-host28-to-host0-#417,1
+6.0336e+07ns,host3,pk-host0-to-host18-#360,0
+6.0336e+07ns,host0,pk-host3-to-host0-#366,-1
+6.0336e+07ns,host1,pk-host4-to-host0-#368,3
+6.0336e+07ns,host2,pk-host9-to-host0-#378,3
+6.0336e+07ns,host3,pk-host14-to-host0-#388,3
+6.0336e+07ns,host0,pk-host15-to-host0-#390,-1
+6.0336e+07ns,host1,pk-host16-to-host0-#392,3
+6.0336e+07ns,host2,pk-host17-to-host0-#394,3
+6.0336e+07ns,host8,pk-host19-to-host0-#398,1
+6.0336e+07ns,host5,pk-host20-to-host0-#400,1
+6.0336e+07ns,host6,pk-host21-to-host0-#402,1
+6.0336e+07ns,host7,pk-host22-to-host0-#404,1
+6.0336e+07ns,host13,pk-host24-to-host0-#408,1
+6.0336e+07ns,host10,pk-host25-to-host0-#410,1
+6.0336e+07ns,host11,pk-host26-to-host0-#412,1
+6.0336e+07ns,host12,pk-host27-to-host0-#414,1
+6.0348e+07ns,host3,pk-host0-to-host18-#361,0
+6.0348e+07ns,host0,pk-host11-to-host0-#382,-1
+6.0348e+07ns,host1,pk-host12-to-host0-#384,3
+6.0348e+07ns,host2,pk-host13-to-host0-#386,3
+6.0348e+07ns,host3,pk-host18-to-host0-#396,3
+6.0348e+07ns,host0,pk-host15-to-host0-#391,-1
+6.0348e+07ns,host1,pk-host16-to-host0-#393,3
+6.0348e+07ns,host2,pk-host17-to-host0-#395,3
+6.0348e+07ns,host8,pk-host23-to-host0-#406,1
+6.0348e+07ns,host5,pk-host20-to-host0-#401,1
+6.0348e+07ns,host6,pk-host21-to-host0-#403,1
+6.0348e+07ns,host7,pk-host22-to-host0-#405,1
+6.0348e+07ns,host13,pk-host28-to-host0-#416,1
+6.0348e+07ns,host10,pk-host25-to-host0-#411,1
+6.0348e+07ns,host11,pk-host26-to-host0-#413,1
+6.0348e+07ns,host12,pk-host27-to-host0-#415,1
+6.036e+07ns,host0,pk-host7-to-host0-#374,-1
+6.036e+07ns,host1,pk-host8-to-host0-#376,3
+6.036e+07ns,host2,pk-host9-to-host0-#379,3
+6.036e+07ns,host3,pk-host14-to-host0-#389,3
+6.036e+07ns,host8,pk-host19-to-host0-#399,1
+6.036e+07ns,host13,pk-host24-to-host0-#409,1
+6.0372e+07ns,host0,pk-host11-to-host0-#383,-1
+6.0372e+07ns,host1,pk-host12-to-host0-#385,3
+6.0372e+07ns,host2,pk-host13-to-host0-#387,3
+6.0372e+07ns,host3,pk-host18-to-host0-#397,3
+6.0372e+07ns,host8,pk-host23-to-host0-#407,1
+6.0372e+07ns,host13,pk-host28-to-host0-#417,1
+6.0384e+07ns,host0,pk-host3-to-host0-#367,-1
+6.0384e+07ns,host1,pk-host4-to-host0-#369,3
+6.0396e+07ns,host0,pk-host7-to-host0-#375,-1
+6.0396e+07ns,host1,pk-host8-to-host0-#377,3
+6.0448e+07ns,host8,pk-host0-to-host18-#360,0
+6.0448e+07ns,host0,pk-host4-to-host0-#368,-1
+6.0448e+07ns,host1,pk-host9-to-host0-#378,3
+6.0448e+07ns,host2,pk-host14-to-host0-#388,3
+6.0448e+07ns,host3,pk-host19-to-host0-#398,3
+6.0448e+07ns,host0,pk-host20-to-host0-#400,-1
+6.0448e+07ns,host1,pk-host21-to-host0-#402,3
+6.0448e+07ns,host2,pk-host22-to-host0-#404,3
+6.0448e+07ns,host8,pk-host24-to-host0-#408,1
+6.0448e+07ns,host5,pk-host25-to-host0-#410,1
+6.0448e+07ns,host6,pk-host26-to-host0-#412,1
+6.0448e+07ns,host7,pk-host27-to-host0-#414,1
+6.046e+07ns,host8,pk-host0-to-host18-#361,0
+6.046e+07ns,host0,pk-host16-to-host0-#392,-1
+6.046e+07ns,host1,pk-host17-to-host0-#394,3
+6.046e+07ns,host2,pk-host18-to-host0-#396,3
+6.046e+07ns,host3,pk-host23-to-host0-#406,3
+6.046e+07ns,host0,pk-host20-to-host0-#401,-1
+6.046e+07ns,host1,pk-host21-to-host0-#403,3
+6.046e+07ns,host2,pk-host22-to-host0-#405,3
+6.046e+07ns,host8,pk-host28-to-host0-#416,1
+6.046e+07ns,host5,pk-host25-to-host0-#411,1
+6.046e+07ns,host6,pk-host26-to-host0-#413,1
+6.046e+07ns,host7,pk-host27-to-host0-#415,1
+6.0472e+07ns,host0,pk-host12-to-host0-#384,-1
+6.0472e+07ns,host1,pk-host13-to-host0-#386,3
+6.0472e+07ns,host2,pk-host14-to-host0-#389,3
+6.0472e+07ns,host3,pk-host19-to-host0-#399,3
+6.0472e+07ns,host8,pk-host24-to-host0-#409,1
+6.0484e+07ns,host0,pk-host16-to-host0-#393,-1
+6.0484e+07ns,host1,pk-host17-to-host0-#395,3
+6.0484e+07ns,host2,pk-host18-to-host0-#397,3
+6.0484e+07ns,host3,pk-host23-to-host0-#407,3
+6.0484e+07ns,host8,pk-host28-to-host0-#417,1
+6.0496e+07ns,host0,pk-host8-to-host0-#376,-1
+6.0496e+07ns,host1,pk-host9-to-host0-#379,3
+6.0508e+07ns,host0,pk-host12-to-host0-#385,-1
+6.0508e+07ns,host1,pk-host13-to-host0-#387,3
+6.052e+07ns,host0,pk-host4-to-host0-#369,-1
+6.0532e+07ns,host0,pk-host8-to-host0-#377,-1
+6.056e+07ns,host13,pk-host0-to-host18-#360,0
+6.056e+07ns,host0,pk-host9-to-host0-#378,-1
+6.056e+07ns,host1,pk-host14-to-host0-#388,3
+6.056e+07ns,host2,pk-host19-to-host0-#398,3
+6.056e+07ns,host3,pk-host24-to-host0-#408,3
+6.056e+07ns,host0,pk-host25-to-host0-#410,-1
+6.056e+07ns,host1,pk-host26-to-host0-#412,3
+6.056e+07ns,host2,pk-host27-to-host0-#414,3
+6.0572e+07ns,host13,pk-host0-to-host18-#361,0
+6.0572e+07ns,host0,pk-host21-to-host0-#402,-1
+6.0572e+07ns,host1,pk-host22-to-host0-#404,3
+6.0572e+07ns,host2,pk-host23-to-host0-#406,3
+6.0572e+07ns,host3,pk-host28-to-host0-#416,3
+6.0572e+07ns,host0,pk-host25-to-host0-#411,-1
+6.0572e+07ns,host1,pk-host26-to-host0-#413,3
+6.0572e+07ns,host2,pk-host27-to-host0-#415,3
+6.0584e+07ns,host0,pk-host17-to-host0-#394,-1
+6.0584e+07ns,host1,pk-host18-to-host0-#396,3
+6.0584e+07ns,host2,pk-host19-to-host0-#399,3
+6.0584e+07ns,host3,pk-host24-to-host0-#409,3
+6.0596e+07ns,host0,pk-host21-to-host0-#403,-1
+6.0596e+07ns,host1,pk-host22-to-host0-#405,3
+6.0596e+07ns,host2,pk-host23-to-host0-#407,3
+6.0596e+07ns,host3,pk-host28-to-host0-#417,3
+6.0608e+07ns,host0,pk-host13-to-host0-#386,-1
+6.0608e+07ns,host1,pk-host14-to-host0-#389,3
+6.062e+07ns,host0,pk-host17-to-host0-#395,-1
+6.062e+07ns,host1,pk-host18-to-host0-#397,3
+6.0632e+07ns,host0,pk-host9-to-host0-#379,-1
+6.0644e+07ns,host0,pk-host13-to-host0-#387,-1
+6.0672e+07ns,host18,pk-host0-to-host18-#360,-1
+6.0672e+07ns,host0,pk-host14-to-host0-#388,-1
+6.0672e+07ns,host1,pk-host19-to-host0-#398,3
+6.0672e+07ns,host2,pk-host24-to-host0-#408,3
+6.0684e+07ns,host18,pk-host0-to-host18-#361,-1
+6.0684e+07ns,host0,pk-host26-to-host0-#412,-1
+6.0684e+07ns,host1,pk-host27-to-host0-#414,3
+6.0684e+07ns,host2,pk-host28-to-host0-#416,3
+6.0696e+07ns,host0,pk-host22-to-host0-#404,-1
+6.0696e+07ns,host1,pk-host23-to-host0-#406,3
+6.0696e+07ns,host2,pk-host24-to-host0-#409,3
+6.0708e+07ns,host0,pk-host26-to-host0-#413,-1
+6.0708e+07ns,host1,pk-host27-to-host0-#415,3
+6.0708e+07ns,host2,pk-host28-to-host0-#417,3
+6.072e+07ns,host0,pk-host18-to-host0-#396,-1
+6.072e+07ns,host1,pk-host19-to-host0-#399,3
+6.0732e+07ns,host0,pk-host22-to-host0-#405,-1
+6.0732e+07ns,host1,pk-host23-to-host0-#407,3
+6.0744e+07ns,host0,pk-host14-to-host0-#389,-1
+6.0756e+07ns,host0,pk-host18-to-host0-#397,-1
+6.0784e+07ns,host0,pk-host19-to-host0-#398,-1
+6.0784e+07ns,host1,pk-host24-to-host0-#408,3
+6.0796e+07ns,host0,pk-host27-to-host0-#414,-1
+6.0796e+07ns,host1,pk-host28-to-host0-#416,3
+6.0808e+07ns,host0,pk-host23-to-host0-#406,-1
+6.0808e+07ns,host1,pk-host24-to-host0-#409,3
+6.082e+07ns,host0,pk-host27-to-host0-#415,-1
+6.082e+07ns,host1,pk-host28-to-host0-#417,3
+6.0832e+07ns,host0,pk-host19-to-host0-#399,-1
+6.0844e+07ns,host0,pk-host23-to-host0-#407,-1
+6.0896e+07ns,host0,pk-host24-to-host0-#408,-1
+6.0908e+07ns,host0,pk-host28-to-host0-#416,-1
+6.092e+07ns,host0,pk-host24-to-host0-#409,-1
+6.0932e+07ns,host0,pk-host28-to-host0-#417,-1
+7e+07ns,host0,pk-host0-to-host18-#420,2
+7e+07ns,host0,pk-host0-to-host18-#421,2
+7e+07ns,host1,pk-host1-to-host0-#422,3
+7e+07ns,host1,pk-host1-to-host0-#423,3
+7e+07ns,host2,pk-host2-to-host0-#424,3
+7e+07ns,host2,pk-host2-to-host0-#425,3
+7e+07ns,host3,pk-host3-to-host0-#426,3
+7e+07ns,host3,pk-host3-to-host0-#427,3
+7e+07ns,host4,pk-host4-to-host0-#428,3
+7e+07ns,host4,pk-host4-to-host0-#429,3
+7e+07ns,host5,pk-host5-to-host0-#430,1
+7e+07ns,host5,pk-host5-to-host0-#431,1
+7e+07ns,host6,pk-host6-to-host0-#432,1
+7e+07ns,host6,pk-host6-to-host0-#433,1
+7e+07ns,host7,pk-host7-to-host0-#434,1
+7e+07ns,host7,pk-host7-to-host0-#435,1
+7e+07ns,host8,pk-host8-to-host0-#436,1
+7e+07ns,host8,pk-host8-to-host0-#437,1
+7e+07ns,host9,pk-host9-to-host0-#438,3
+7e+07ns,host9,pk-host9-to-host0-#439,3
+7e+07ns,host10,pk-host10-to-host0-#440,1
+7e+07ns,host10,pk-host10-to-host0-#441,1
+7e+07ns,host11,pk-host11-to-host0-#442,1
+7e+07ns,host11,pk-host11-to-host0-#443,1
+7e+07ns,host12,pk-host12-to-host0-#444,1
+7e+07ns,host12,pk-host12-to-host0-#445,1
+7e+07ns,host13,pk-host13-to-host0-#446,1
+7e+07ns,host13,pk-host13-to-host0-#447,1
+7e+07ns,host14,pk-host14-to-host0-#448,3
+7e+07ns,host14,pk-host14-to-host0-#449,3
+7e+07ns,host15,pk-host15-to-host0-#450,1
+7e+07ns,host15,pk-host15-to-host0-#451,1
+7e+07ns,host16,pk-host16-to-host0-#452,1
+7e+07ns,host16,pk-host16-to-host0-#453,1
+7e+07ns,host17,pk-host17-to-host0-#454,1
+7e+07ns,host17,pk-host17-to-host0-#455,1
+7e+07ns,host18,pk-host18-to-host0-#456,1
+7e+07ns,host18,pk-host18-to-host0-#457,1
+7e+07ns,host19,pk-host19-to-host0-#458,3
+7e+07ns,host19,pk-host19-to-host0-#459,3
+7e+07ns,host20,pk-host20-to-host0-#460,1
+7e+07ns,host20,pk-host20-to-host0-#461,1
+7e+07ns,host21,pk-host21-to-host0-#462,1
+7e+07ns,host21,pk-host21-to-host0-#463,1
+7e+07ns,host22,pk-host22-to-host0-#464,1
+7e+07ns,host22,pk-host22-to-host0-#465,1
+7e+07ns,host23,pk-host23-to-host0-#466,1
+7e+07ns,host23,pk-host23-to-host0-#467,1
+7e+07ns,host24,pk-host24-to-host0-#468,3
+7e+07ns,host24,pk-host24-to-host0-#469,3
+7e+07ns,host25,pk-host25-to-host0-#470,1
+7e+07ns,host25,pk-host25-to-host0-#471,1
+7e+07ns,host26,pk-host26-to-host0-#472,1
+7e+07ns,host26,pk-host26-to-host0-#473,1
+7e+07ns,host27,pk-host27-to-host0-#474,1
+7e+07ns,host27,pk-host27-to-host0-#475,1
+7e+07ns,host28,pk-host28-to-host0-#476,1
+7e+07ns,host28,pk-host28-to-host0-#477,1
+7.0112e+07ns,host1,pk-host0-to-host18-#420,2
+7.0112e+07ns,host0,pk-host1-to-host0-#422,-1
+7.0112e+07ns,host1,pk-host2-to-host0-#424,3
+7.0112e+07ns,host2,pk-host3-to-host0-#426,3
+7.0112e+07ns,host3,pk-host4-to-host0-#428,3
+7.0112e+07ns,host0,pk-host5-to-host0-#430,-1
+7.0112e+07ns,host1,pk-host6-to-host0-#432,3
+7.0112e+07ns,host2,pk-host7-to-host0-#434,3
+7.0112e+07ns,host3,pk-host8-to-host0-#436,3
+7.0112e+07ns,host8,pk-host9-to-host0-#438,1
+7.0112e+07ns,host5,pk-host10-to-host0-#440,1
+7.0112e+07ns,host6,pk-host11-to-host0-#442,1
+7.0112e+07ns,host7,pk-host12-to-host0-#444,1
+7.0112e+07ns,host8,pk-host13-to-host0-#446,1
+7.0112e+07ns,host13,pk-host14-to-host0-#448,1
+7.0112e+07ns,host10,pk-host15-to-host0-#450,1
+7.0112e+07ns,host11,pk-host16-to-host0-#452,1
+7.0112e+07ns,host12,pk-host17-to-host0-#454,1
+7.0112e+07ns,host13,pk-host18-to-host0-#456,1
+7.0112e+07ns,host18,pk-host19-to-host0-#458,1
