Time,NodeName,DropBytes
+5.09e+08ns,host20,0
+5.09e+08ns,host21,0
+5.09e+08ns,host22,0
+5.09e+08ns,host23,0
+5.09e+08ns,host24,0
+5.09e+08ns,host25,0
+5.09e+08ns,host26,0
+5.09e+08ns,host27,0
+5.09e+08ns,host28,0
+5.09e+08ns,host29,153000
+5.1e+08ns,host0,0
+5.1e+08ns,host1,0
+5.1e+08ns,host2,0
+5.1e+08ns,host3,0
+5.1e+08ns,host4,0
+5.1e+08ns,host5,0
+5.1e+08ns,host6,0
+5.1e+08ns,host7,0
+5.1e+08ns,host8,0
+5.1e+08ns,host9,0
+5.1e+08ns,host10,0
+5.1e+08ns,host11,0
+5.1e+08ns,host12,0
+5.1e+08ns,host13,0
+5.1e+08ns,host14,0
+5.1e+08ns,host15,0
+5.1e+08ns,host16,0
+5.1e+08ns,host17,0
+5.1e+08ns,host18,0
+5.1e+08ns,host19,0
+5.1e+08ns,host20,0
+5.1e+08ns,host21,0
+5.1e+08ns,host22,0
+5.1e+08ns,host23,0
+5.1e+08ns,host24,0
+5.1e+08ns,host25,0
+5.1e+08ns,host26,0
+5.1e+08ns,host27,0
+5.1e+08ns,host28,0
+5.1e+08ns,host29,156000
+5.11e+08ns,host0,0
+5.11e+08ns,host1,0
+5.11e+08ns,host2,0
+5.11e+08ns,host3,0
+5.11e+08ns,host4,0
+5.11e+08ns,host5,0
+5.11e+08ns,host6,0
+5.11e+08ns,host7,0
+5.11e+08ns,host8,0
+5.11e+08ns,host9,0
+5.11e+08ns,host10,0
+5.11e+08ns,host11,0
+5.11e+08ns,host12,0
+5.11e+08ns,host13,0
+5.11e+08ns,host14,0
+5.11e+08ns,host15,0
+5.11e+08ns,host16,0
+5.11e+08ns,host17,0
+5.11e+08ns,host18,0
+5.11e+08ns,host19,0
+5.11e+08ns,host20,0
+5.11e+08ns,host21,0
+5.11e+08ns,host22,0
+5.11e+08ns,host23,0
+5.11e+08ns,host24,0
+5.11e+08ns,host25,0
+5.11e+08ns,host26,0
+5.11e+08ns,host27,0
+5.11e+08ns,host28,0
+5.11e+08ns,host29,156000
+5.12e+08ns,host0,0
+5.12e+08ns,host1,0
+5.12e+08ns,host2,0
+5.12e+08ns,host3,0
+5.12e+08ns,host4,0
+5.12e+08ns,host5,0
+5.12e+08ns,host6,0
+5.12e+08ns,host7,0
+5.12e+08ns,host8,0
+5.12e+08ns,host9,0
+5.12e+08ns,host10,0
+5.12e+08ns,host11,0
+5.12e+08ns,host12,0
+5.12e+08ns,host13,0
+5.12e+08ns,host14,0
+5.12e+08ns,host15,0
+5.12e+08ns,host16,0
+5.12e+08ns,host17,0
+5.12e+08ns,host18,0
+5.12e+08ns,host19,0
+5.12e+08ns,host20,0
+5.12e+08ns,host21,0
+5.12e+08ns,host22,0
+5.12e+08ns,host23,0
+5.12e+08ns,host24,0
+5.12e+08ns,host25,0
+5.12e+08ns,host26,0
+5.12e+08ns,host27,0
+5.12e+08ns,host28,0
+5.12e+08ns,host29,156000
+5.13e+08ns,host0,0
+5.13e+08ns,host1,0
+5.13e+08ns,host2,0
+5.13e+08ns,host3,0
+5.13e+08ns,host4,0
+5.13e+08ns,host5,0
+5.13e+08ns,host6,0
+5.13e+08ns,host7,0
+5.13e+08ns,host8,0
+5.13e+08ns,host9,0
+5.13e+08ns,host10,0
+5.13e+08ns,host11,0
+5.13e+08ns,host12,0
+5.13e+08ns,host13,0
+5.13e+08ns,host14,0
+5.13e+08ns,host15,0
+5.13e+08ns,host16,0
+5.13e+08ns,host17,0
+5.13e+08ns,host18,0
+5.13e+08ns,host19,0
+5.13e+08ns,host20,0
+5.13e+08ns,host21,0
+5.13e+08ns,host22,0
+5.13e+08ns,host23,0
+5.13e+08ns,host24,0
+5.13e+08ns,host25,0
+5.13e+08ns,host26,0
+5.13e+08ns,host27,0
+5.13e+08ns,host28,0
+5.13e+08ns,host29,156000
+5.14e+08ns,host0,0
+5.14e+08ns,host1,0
+5.14e+08ns,host2,0
+5.14e+08ns,host3,0
+5.14e+08ns,host4,0
+5.14e+08ns,host5,0
+5.14e+08ns,host6,0
+5.14e+08ns,host7,0
+5.14e+08ns,host8,0
+5.14e+08ns,host9,0
+5.14e+08ns,host10,0
+5.14e+08ns,host11,0
+5.14e+08ns,host12,0
+5.14e+08ns,host13,0
+5.14e+08ns,host14,0
+5.14e+08ns,host15,0
+5.14e+08ns,host16,0
+5.14e+08ns,host17,0
+5.14e+08ns,host18,0
+5.14e+08ns,host19,0
+5.14e+08ns,host20,0
+5.14e+08ns,host21,0
+5.14e+08ns,host22,0
+5.14e+08ns,host23,0
+5.14e+08ns,host24,0
+5.14e+08ns,host25,0
+5.14e+08ns,host26,0
+5.14e+08ns,host27,0
+5.14e+08ns,host28,0
+5.14e+08ns,host29,156000
+5.15e+08ns,host0,0
+5.15e+08ns,host1,0
+5.15e+08ns,host2,0
+5.15e+08ns,host3,0
+5.15e+08ns,host4,0
+5.15e+08ns,host5,0
+5.15e+08ns,host6,0
+5.15e+08ns,host7,0
+5.15e+08ns,host8,0
+5.15e+08ns,host9,0
+5.15e+08ns,host10,0
+5.15e+08ns,host11,0
+5.15e+08ns,host12,0
+5.15e+08ns,host13,0
+5.15e+08ns,host14,0
+5.15e+08ns,host15,0
+5.15e+08ns,host16,0
+5.15e+08ns,host17,0
+5.15e+08ns,host18,0
+5.15e+08ns,host19,0
+5.15e+08ns,host20,0
+5.15e+08ns,host21,0
+5.15e+08ns,host22,0
+5.15e+08ns,host23,0
+5.15e+08ns,host24,0
+5.15e+08ns,host25,0
+5.15e+08ns,host26,0
+5.15e+08ns,host27,0
+5.15e+08ns,host28,0
+5.15e+08ns,host29,156000
+5.16e+08ns,host0,0
+5.16e+08ns,host1,0
+5.16e+08ns,host2,0
+5.16e+08ns,host3,0
+5.16e+08ns,host4,0
+5.16e+08ns,host5,0
+5.16e+08ns,host6,0
+5.16e+08ns,host7,0
+5.16e+08ns,host8,0
+5.16e+08ns,host9,0
+5.16e+08ns,host10,0
+5.16e+08ns,host11,0
+5.16e+08ns,host12,0
+5.16e+08ns,host13,0
+5.16e+08ns,host14,0
+5.16e+08ns,host15,0
+5.16e+08ns,host16,0
+5.16e+08ns,host17,0
+5.16e+08ns,host18,0
+5.16e+08ns,host19,0
+5.16e+08ns,host20,0
+5.16e+08ns,host21,0
+5.16e+08ns,host22,0
+5.16e+08ns,host23,0
+5.16e+08ns,host24,0
+5.16e+08ns,host25,0
+5.16e+08ns,host26,0
+5.16e+08ns,host27,0
+5.16e+08ns,host28,0
+5.16e+08ns,host29,156000
+5.17e+08ns,host0,0
+5.17e+08ns,host1,0
+5.17e+08ns,host2,0
+5.17e+08ns,host3,0
+5.17e+08ns,host4,0
+5.17e+08ns,host5,0
+5.17e+08ns,host6,0
+5.17e+08ns,host7,0
+5.17e+08ns,host8,0
+5.17e+08ns,host9,0
+5.17e+08ns,host10,0
+5.17e+08ns,host11,0
+5.17e+08ns,host12,0
+5.17e+08ns,host13,0
+5.17e+08ns,host14,0
+5.17e+08ns,host15,0
+5.17e+08ns,host16,0
+5.17e+08ns,host17,0
+5.17e+08ns,host18,0
+5.17e+08ns,host19,0
+5.17e+08ns,host20,0
+5.17e+08ns,host21,0
+5.17e+08ns,host22,0
+5.17e+08ns,host23,0
+5.17e+08ns,host24,0
+5.17e+08ns,host25,0
+5.17e+08ns,host26,0
+5.17e+08ns,host27,0
+5.17e+08ns,host28,0
+5.17e+08ns,host29,156000
+5.18e+08ns,host0,0
+5.18e+08ns,host1,0
+5.18e+08ns,host2,0
+5.18e+08ns,host3,0
+5.18e+08ns,host4,0
+5.18e+08ns,host5,0
+5.18e+08ns,host6,0
+5.18e+08ns,host7,0
+5.18e+08ns,host8,0
+5.18e+08ns,host9,0
+5.18e+08ns,host10,0
+5.18e+08ns,host11,0
+5.18e+08ns,host12,0
+5.18e+08ns,host13,0
+5.18e+08ns,host14,0
+5.18e+08ns,host15,0
+5.18e+08ns,host16,0
+5.18e+08ns,host17,0
+5.18e+08ns,host18,0
+5.18e+08ns,host19,0
+5.18e+08ns,host20,0
+5.18e+08ns,host21,0
+5.18e+08ns,host22,0
+5.18e+08ns,host23,0
+5.18e+08ns,host24,0
+5.18e+08ns,host25,0
+5.18e+08ns,host26,0
+5.18e+08ns,host27,0
+5.18e+08ns,host28,0
+5.18e+08ns,host29,156000
+5.19e+08ns,host0,0
+5.19e+08ns,host1,0
+5.19e+08ns,host2,0
+5.19e+08ns,host3,0
+5.19e+08ns,host4,0
+5.19e+08ns,host5,0
+5.19e+08ns,host6,0
+5.19e+08ns,host7,0
+5.19e+08ns,host8,0
+5.19e+08ns,host9,0
+5.19e+08ns,host10,0
+5.19e+08ns,host11,0
+5.19e+08ns,host12,0
+5.19e+08ns,host13,0
+5.19e+08ns,host14,0
+5.19e+08ns,host15,0
+5.19e+08ns,host16,0
+5.19e+08ns,host17,0
+5.19e+08ns,host18,0
+5.19e+08ns,host19,0
+5.19e+08ns,host20,0
+5.19e+08ns,host21,0
+5.19e+08ns,host22,0
+5.19e+08ns,host23,0
+5.19e+08ns,host24,0
+5.19e+08ns,host25,0
+5.19e+08ns,host26,0
+5.19e+08ns,host27,0
+5.19e+08ns,host28,0
+5.19e+08ns,host29,156000
+5.2e+08ns,host0,0
+5.2e+08ns,host1,0
+5.2e+08ns,host2,0
+5.2e+08ns,host3,0
+5.2e+08ns,host4,0
+5.2e+08ns,host5,0
+5.2e+08ns,host6,0
+5.2e+08ns,host7,0
+5.2e+08ns,host8,0
+5.2e+08ns,host9,0
+5.2e+08ns,host10,0
+5.2e+08ns,host11,0
+5.2e+08ns,host12,0
+5.2e+08ns,host13,0
+5.2e+08ns,host14,0
+5.2e+08ns,host15,0
+5.2e+08ns,host16,0
+5.2e+08ns,host17,0
+5.2e+08ns,host18,0
+5.2e+08ns,host19,0
+5.2e+08ns,host20,0
+5.2e+08ns,host21,0
+5.2e+08ns,host22,0
+5.2e+08ns,host23,0
+5.2e+08ns,host24,0
+5.2e+08ns,host25,0
+5.2e+08ns,host26,0
+5.2e+08ns,host27,0
+5.2e+08ns,host28,0
+5.2e+08ns,host29,159000
+5.21e+08ns,host0,0
+5.21e+08ns,host1,0
+5.21e+08ns,host2,0
+5.21e+08ns,host3,0
+5.21e+08ns,host4,0
+5.21e+08ns,host5,0
+5.21e+08ns,host6,0
+5.21e+08ns,host7,0
+5.21e+08ns,host8,0
+5.21e+08ns,host9,0
+5.21e+08ns,host10,0
+5.21e+08ns,host11,0
+5.21e+08ns,host12,0
+5.21e+08ns,host13,0
+5.21e+08ns,host14,0
+5.21e+08ns,host15,0
+5.21e+08ns,host16,0
+5.21e+08ns,host17,0
+5.21e+08ns,host18,0
+5.21e+08ns,host19,0
+5.21e+08ns,host20,0
+5.21e+08ns,host21,0
+5.21e+08ns,host22,0
+5.21e+08ns,host23,0
+5.21e+08ns,host24,0
+5.21e+08ns,host25,0
+5.21e+08ns,host26,0
+5.21e+08ns,host27,0
+5.21e+08ns,host28,0
+5.21e+08ns,host29,159000
+5.22e+08ns,host0,0
+5.22e+08ns,host1,0
+5.22e+08ns,host2,0
+5.22e+08ns,host3,0
+5.22e+08ns,host4,0
+5.22e+08ns,host5,0
+5.22e+08ns,host6,0
+5.22e+08ns,host7,0
+5.22e+08ns,host8,0
+5.22e+08ns,host9,0
+5.22e+08ns,host10,0
+5.22e+08ns,host11,0
+5.22e+08ns,host12,0
+5.22e+08ns,host13,0
+5.22e+08ns,host14,0
+5.22e+08ns,host15,0
+5.22e+08ns,host16,0
+5.22e+08ns,host17,0
+5.22e+08ns,host18,0
+5.22e+08ns,host19,0
+5.22e+08ns,host20,0
+5.22e+08ns,host21,0
+5.22e+08ns,host22,0
+5.22e+08ns,host23,0
+5.22e+08ns,host24,0
+5.22e+08ns,host25,0
+5.22e+08ns,host26,0
+5.22e+08ns,host27,0
+5.22e+08ns,host28,0
+5.22e+08ns,host29,159000
+5.23e+08ns,host0,0
+5.23e+08ns,host1,0
+5.23e+08ns,host2,0
+5.23e+08ns,host3,0
+5.23e+08ns,host4,0
+5.23e+08ns,host5,0
+5.23e+08ns,host6,0
+5.23e+08ns,host7,0
+5.23e+08ns,host8,0
+5.23e+08ns,host9,0
+5.23e+08ns,host10,0
+5.23e+08ns,host11,0
+5.23e+08ns,host12,0
+5.23e+08ns,host13,0
+5.23e+08ns,host14,0
+5.23e+08ns,host15,0
+5.23e+08ns,host16,0
+5.23e+08ns,host17,0
+5.23e+08ns,host18,0
+5.23e+08ns,host19,0
+5.23e+08ns,host20,0
+5.23e+08ns,host21,0
+5.23e+08ns,host22,0
+5.23e+08ns,host23,0
+5.23e+08ns,host24,0
+5.23e+08ns,host25,0
+5.23e+08ns,host26,0
+5.23e+08ns,host27,0
+5.23e+08ns,host28,0
+5.23e+08ns,host29,159000
+5.24e+08ns,host0,0
+5.24e+08ns,host1,0
+5.24e+08ns,host2,0
+5.24e+08ns,host3,0
+5.24e+08ns,host4,0
+5.24e+08ns,host5,0
+5.24e+08ns,host6,0
+5.24e+08ns,host7,0
+5.24e+08ns,host8,0
+5.24e+08ns,host9,0
+5.24e+08ns,host10,0
+5.24e+08ns,host11,0
+5.24e+08ns,host12,0
+5.24e+08ns,host13,0
+5.24e+08ns,host14,0
+5.24e+08ns,host15,0
+5.24e+08ns,host16,0
+5.24e+08ns,host17,0
+5.24e+08ns,host18,0
+5.24e+08ns,host19,0
+5.24e+08ns,host20,0
+5.24e+08ns,host21,0
+5.24e+08ns,host22,0
+5.24e+08ns,host23,0
+5.24e+08ns,host24,0
+5.24e+08ns,host25,0
+5.24e+08ns,host26,0
+5.24e+08ns,host27,0
+5.24e+08ns,host28,0
+5.24e+08ns,host29,159000
+5.25e+08ns,host0,0
+5.25e+08ns,host1,0
+5.25e+08ns,host2,0
+5.25e+08ns,host3,0
+5.25e+08ns,host4,0
+5.25e+08ns,host5,0
+5.25e+08ns,host6,0
+5.25e+08ns,host7,0
+5.25e+08ns,host8,0
+5.25e+08ns,host9,0
+5.25e+08ns,host10,0
+5.25e+08ns,host11,0
+5.25e+08ns,host12,0
+5.25e+08ns,host13,0
+5.25e+08ns,host14,0
+5.25e+08ns,host15,0
+5.25e+08ns,host16,0
+5.25e+08ns,host17,0
+5.25e+08ns,host18,0
+5.25e+08ns,host19,0
+5.25e+08ns,host20,0
+5.25e+08ns,host21,0
+5.25e+08ns,host22,0
+5.25e+08ns,host23,0
+5.25e+08ns,host24,0
+5.25e+08ns,host25,0
+5.25e+08ns,host26,0
+5.25e+08ns,host27,0
+5.25e+08ns,host28,0
+5.25e+08ns,host29,159000
+5.26e+08ns,host0,0
+5.26e+08ns,host1,0
+5.26e+08ns,host2,0
+5.26e+08ns,host3,0
+5.26e+08ns,host4,0
+5.26e+08ns,host5,0
+5.26e+08ns,host6,0
+5.26e+08ns,host7,0
+5.26e+08ns,host8,0
+5.26e+08ns,host9,0
+5.26e+08ns,host10,0
+5.26e+08ns,host11,0
+5.26e+08ns,host12,0
+5.26e+08ns,host13,0
+5.26e+08ns,host14,0
+5.26e+08ns,host15,0
+5.26e+08ns,host16,0
+5.26e+08ns,host17,0
+5.26e+08ns,host18,0
+5.26e+08ns,host19,0
+5.26e+08ns,host20,0
+5.26e+08ns,host21,0
+5.26e+08ns,host22,0
+5.26e+08ns,host23,0
+5.26e+08ns,host24,0
+5.26e+08ns,host25,0
+5.26e+08ns,host26,0
+5.26e+08ns,host27,0
+5.26e+08ns,host28,0
+5.26e+08ns,host29,159000
+5.27e+08ns,host0,0
+5.27e+08ns,host1,0
+5.27e+08ns,host2,0
+5.27e+08ns,host3,0
+5.27e+08ns,host4,0
+5.27e+08ns,host5,0
+5.27e+08ns,host6,0
+5.27e+08ns,host7,0
+5.27e+08ns,host8,0
+5.27e+08ns,host9,0
+5.27e+08ns,host10,0
+5.27e+08ns,host11,0
+5.27e+08ns,host12,0
+5.27e+08ns,host13,0
+5.27e+08ns,host14,0
+5.27e+08ns,host15,0
+5.27e+08ns,host16,0
+5.27e+08ns,host17,0
+5.27e+08ns,host18,0
+5.27e+08ns,host19,0
+5.27e+08ns,host20,0
+5.27e+08ns,host21,0
+5.27e+08ns,host22,0
+5.27e+08ns,host23,0
+5.27e+08ns,host24,0
+5.27e+08ns,host25,0
+5.27e+08ns,host26,0
+5.27e+08ns,host27,0
+5.27e+08ns,host28,0
+5.27e+08ns,host29,159000
+5.28e+08ns,host0,0
+5.28e+08ns,host1,0
+5.28e+08ns,host2,0
+5.28e+08ns,host3,0
+5.28e+08ns,host4,0
+5.28e+08ns,host5,0
+5.28e+08ns,host6,0
+5.28e+08ns,host7,0
+5.28e+08ns,host8,0
+5.28e+08ns,host9,0
+5.28e+08ns,host10,0
+5.28e+08ns,host11,0
+5.28e+08ns,host12,0
+5.28e+08ns,host13,0
+5.28e+08ns,host14,0
+5.28e+08ns,host15,0
+5.28e+08ns,host16,0
+5.28e+08ns,host17,0
+5.28e+08ns,host18,0
+5.28e+08ns,host19,0
+5.28e+08ns,host20,0
+5.28e+08ns,host21,0
+5.28e+08ns,host22,0
+5.28e+08ns,host23,0
+5.28e+08ns,host24,0
+5.28e+08ns,host25,0
+5.28e+08ns,host26,0
+5.28e+08ns,host27,0
+5.28e+08ns,host28,0
+5.28e+08ns,host29,159000
+5.29e+08ns,host0,0
+5.29e+08ns,host1,0
+5.29e+08ns,host2,0
+5.29e+08ns,host3,0
+5.29e+08ns,host4,0
+5.29e+08ns,host5,0
+5.29e+08ns,host6,0
+5.29e+08ns,host7,0
+5.29e+08ns,host8,0
+5.29e+08ns,host9,0
+5.29e+08ns,host10,0
+5.29e+08ns,host11,0
+5.29e+08ns,host12,0
+5.29e+08ns,host13,0
+5.29e+08ns,host14,0
+5.29e+08ns,host15,0
+5.29e+08ns,host16,0
+5.29e+08ns,host17,0
+5.29e+08ns,host18,0
+5.29e+08ns,host19,0
+5.29e+08ns,host20,0
+5.29e+08ns,host21,0
+5.29e+08ns,host22,0
+5.29e+08ns,host23,0
+5.29e+08ns,host24,0
+5.29e+08ns,host25,0
+5.29e+08ns,host26,0
+5.29e+08ns,host27,0
+5.29e+08ns,host28,0
+5.29e+08ns,host29,159000
+5.3e+08ns,host0,0
+5.3e+08ns,host1,0
+5.3e+08ns,host2,0
+5.3e+08ns,host3,0
+5.3e+08ns,host4,0
+5.3e+08ns,host5,0
+5.3e+08ns,host6,0
+5.3e+08ns,host7,0
+5.3e+08ns,host8,0
+5.3e+08ns,host9,0
+5.3e+08ns,host10,0
+5.3e+08ns,host11,0
+5.3e+08ns,host12,0
+5.3e+08ns,host13,0
+5.3e+08ns,host14,0
+5.3e+08ns,host15,0
+5.3e+08ns,host16,0
+5.3e+08ns,host17,0
+5.3e+08ns,host18,0
+5.3e+08ns,host19,0
+5.3e+08ns,host20,0
+5.3e+08ns,host21,0
+5.3e+08ns,host22,0
+5.3e+08ns,host23,0
+5.3e+08ns,host24,0
+5.3e+08ns,host25,0
+5.3e+08ns,host26,0
+5.3e+08ns,host27,0
+5.3e+08ns,host28,0
+5.3e+08ns,host29,162000
+5.31e+08ns,host0,0
+5.31e+08ns,host1,0
+5.31e+08ns,host2,0
+5.31e+08ns,host3,0
+5.31e+08ns,host4,0
+5.31e+08ns,host5,0
+5.31e+08ns,host6,0
+5.31e+08ns,host7,0
+5.31e+08ns,host8,0
+5.31e+08ns,host9,0
+5.31e+08ns,host10,0
+5.31e+08ns,host11,0
+5.31e+08ns,host12,0
+5.31e+08ns,host13,0
+5.31e+08ns,host14,0
+5.31e+08ns,host15,0
+5.31e+08ns,host16,0
+5.31e+08ns,host17,0
+5.31e+08ns,host18,0
+5.31e+08ns,host19,0
+5.31e+08ns,host20,0
+5.31e+08ns,host21,0
+5.31e+08ns,host22,0
+5.31e+08ns,host23,0
+5.31e+08ns,host24,0
+5.31e+08ns,host25,0
+5.31e+08ns,host26,0
+5.31e+08ns,host27,0
+5.31e+08ns,host28,0
+5.31e+08ns,host29,162000
+5.32e+08ns,host0,0
+5.32e+08ns,host1,0
+5.32e+08ns,host2,0
+5.32e+08ns,host3,0
+5.32e+08ns,host4,0
+5.32e+08ns,host5,0
+5.32e+08ns,host6,0
+5.32e+08ns,host7,0
+5.32e+08ns,host8,0
+5.32e+08ns,host9,0
+5.32e+08ns,host10,0
+5.32e+08ns,host11,0
+5.32e+08ns,host12,0
+5.32e+08ns,host13,0
+5.32e+08ns,host14,0
+5.32e+08ns,host15,0
+5.32e+08ns,host16,0
+5.32e+08ns,host17,0
+5.32e+08ns,host18,0
+5.32e+08ns,host19,0
+5.32e+08ns,host20,0
+5.32e+08ns,host21,0
+5.32e+08ns,host22,0
+5.32e+08ns,host23,0
+5.32e+08ns,host24,0
+5.32e+08ns,host25,0
+5.32e+08ns,host26,0
+5.32e+08ns,host27,0
+5.32e+08ns,host28,0
+5.32e+08ns,host29,162000
+5.33e+08ns,host0,0
+5.33e+08ns,host1,0
+5.33e+08ns,host2,0
+5.33e+08ns,host3,0
+5.33e+08ns,host4,0
+5.33e+08ns,host5,0
+5.33e+08ns,host6,0
+5.33e+08ns,host7,0
+5.33e+08ns,host8,0
+5.33e+08ns,host9,0
+5.33e+08ns,host10,0
+5.33e+08ns,host11,0
+5.33e+08ns,host12,0
+5.33e+08ns,host13,0
+5.33e+08ns,host14,0
+5.33e+08ns,host15,0
+5.33e+08ns,host16,0
+5.33e+08ns,host17,0
+5.33e+08ns,host18,0
+5.33e+08ns,host19,0
+5.33e+08ns,host20,0
+5.33e+08ns,host21,0
+5.33e+08ns,host22,0
+5.33e+08ns,host23,0
+5.33e+08ns,host24,0
+5.33e+08ns,host25,0
+5.33e+08ns,host26,0
+5.33e+08ns,host27,0
+5.33e+08ns,host28,0
+5.33e+08ns,host29,162000
+5.34e+08ns,host0,0
+5.34e+08ns,host1,0
+5.34e+08ns,host2,0
+5.34e+08ns,host3,0
+5.34e+08ns,host4,0
+5.34e+08ns,host5,0
+5.34e+08ns,host6,0
+5.34e+08ns,host7,0
+5.34e+08ns,host8,0
+5.34e+08ns,host9,0
+5.34e+08ns,host10,0
+5.34e+08ns,host11,0
+5.34e+08ns,host12,0
+5.34e+08ns,host13,0
+5.34e+08ns,host14,0
+5.34e+08ns,host15,0
+5.34e+08ns,host16,0
+5.34e+08ns,host17,0
+5.34e+08ns,host18,0
+5.34e+08ns,host19,0
+5.34e+08ns,host20,0
+5.34e+08ns,host21,0
+5.34e+08ns,host22,0
+5.34e+08ns,host23,0
+5.34e+08ns,host24,0
+5.34e+08ns,host25,0
+5.34e+08ns,host26,0
+5.34e+08ns,host27,0
+5.34e+08ns,host28,0
+5.34e+08ns,host29,162000
+5.35e+08ns,host0,0
+5.35e+08ns,host1,0
+5.35e+08ns,host2,0
+5.35e+08ns,host3,0
+5.35e+08ns,host4,0
+5.35e+08ns,host5,0
+5.35e+08ns,host6,0
+5.35e+08ns,host7,0
+5.35e+08ns,host8,0
+5.35e+08ns,host9,0
+5.35e+08ns,host10,0
+5.35e+08ns,host11,0
+5.35e+08ns,host12,0
+5.35e+08ns,host13,0
+5.35e+08ns,host14,0
+5.35e+08ns,host15,0
+5.35e+08ns,host16,0
+5.35e+08ns,host17,0
+5.35e+08ns,host18,0
+5.35e+08ns,host19,0
+5.35e+08ns,host20,0
+5.35e+08ns,host21,0
+5.35e+08ns,host22,0
+5.35e+08ns,host23,0
+5.35e+08ns,host24,0
+5.35e+08ns,host25,0
+5.35e+08ns,host26,0
+5.35e+08ns,host27,0
+5.35e+08ns,host28,0
+5.35e+08ns,host29,162000
+5.36e+08ns,host0,0
+5.36e+08ns,host1,0
+5.36e+08ns,host2,0
+5.36e+08ns,host3,0
+5.36e+08ns,host4,0
+5.36e+08ns,host5,0
+5.36e+08ns,host6,0
+5.36e+08ns,host7,0
+5.36e+08ns,host8,0
+5.36e+08ns,host9,0
+5.36e+08ns,host10,0
+5.36e+08ns,host11,0
+5.36e+08ns,host12,0
+5.36e+08ns,host13,0
+5.36e+08ns,host14,0
+5.36e+08ns,host15,0
+5.36e+08ns,host16,0
+5.36e+08ns,host17,0
+5.36e+08ns,host18,0
+5.36e+08ns,host19,0
+5.36e+08ns,host20,0
+5.36e+08ns,host21,0
+5.36e+08ns,host22,0
+5.36e+08ns,host23,0
+5.36e+08ns,host24,0
+5.36e+08ns,host25,0
+5.36e+08ns,host26,0
+5.36e+08ns,host27,0
+5.36e+08ns,host28,0
+5.36e+08ns,host29,162000
+5.37e+08ns,host0,0
+5.37e+08ns,host1,0
+5.37e+08ns,host2,0
+5.37e+08ns,host3,0
+5.37e+08ns,host4,0
+5.37e+08ns,host5,0
+5.37e+08ns,host6,0
+5.37e+08ns,host7,0
+5.37e+08ns,host8,0
+5.37e+08ns,host9,0
+5.37e+08ns,host10,0
+5.37e+08ns,host11,0
+5.37e+08ns,host12,0
+5.37e+08ns,host13,0
+5.37e+08ns,host14,0
+5.37e+08ns,host15,0
+5.37e+08ns,host16,0
+5.37e+08ns,host17,0
+5.37e+08ns,host18,0
+5.37e+08ns,host19,0
+5.37e+08ns,host20,0
+5.37e+08ns,host21,0
+5.37e+08ns,host22,0
+5.37e+08ns,host23,0
+5.37e+08ns,host24,0
+5.37e+08ns,host25,0
+5.37e+08ns,host26,0
+5.37e+08ns,host27,0
+5.37e+08ns,host28,0
+5.37e+08ns,host29,162000
+5.38e+08ns,host0,0
+5.38e+08ns,host1,0
+5.38e+08ns,host2,0
+5.38e+08ns,host3,0
+5.38e+08ns,host4,0
+5.38e+08ns,host5,0
+5.38e+08ns,host6,0
+5.38e+08ns,host7,0
+5.38e+08ns,host8,0
+5.38e+08ns,host9,0
+5.38e+08ns,host10,0
+5.38e+08ns,host11,0
+5.38e+08ns,host12,0
+5.38e+08ns,host13,0
+5.38e+08ns,host14,0
+5.38e+08ns,host15,0
+5.38e+08ns,host16,0
+5.38e+08ns,host17,0
+5.38e+08ns,host18,0
+5.38e+08ns,host19,0
+5.38e+08ns,host20,0
+5.38e+08ns,host21,0
+5.38e+08ns,host22,0
+5.38e+08ns,host23,0
+5.38e+08ns,host24,0
+5.38e+08ns,host25,0
+5.38e+08ns,host26,0
+5.38e+08ns,host27,0
+5.38e+08ns,host28,0
+5.38e+08ns,host29,162000
+5.39e+08ns,host0,0
+5.39e+08ns,host1,0
+5.39e+08ns,host2,0
+5.39e+08ns,host3,0
+5.39e+08ns,host4,0
+5.39e+08ns,host5,0
+5.39e+08ns,host6,0
+5.39e+08ns,host7,0
+5.39e+08ns,host8,0
+5.39e+08ns,host9,0
+5.39e+08ns,host10,0
+5.39e+08ns,host11,0
+5.39e+08ns,host12,0
+5.39e+08ns,host13,0
+5.39e+08ns,host14,0
+5.39e+08ns,host15,0
+5.39e+08ns,host16,0
+5.39e+08ns,host17,0
+5.39e+08ns,host18,0
+5.39e+08ns,host19,0
+5.39e+08ns,host20,0
+5.39e+08ns,host21,0
+5.39e+08ns,host22,0
+5.39e+08ns,host23,0
+5.39e+08ns,host24,0
+5.39e+08ns,host25,0
+5.39e+08ns,host26,0
+5.39e+08ns,host27,0
+5.39e+08ns,host28,0
+5.39e+08ns,host29,162000
+5.4e+08ns,host0,0
+5.4e+08ns,host1,0
+5.4e+08ns,host2,0
+5.4e+08ns,host3,0
+5.4e+08ns,host4,0
+5.4e+08ns,host5,0
+5.4e+08ns,host6,0
+5.4e+08ns,host7,0
+5.4e+08ns,host8,0
+5.4e+08ns,host9,0
+5.4e+08ns,host10,0
+5.4e+08ns,host11,0
+5.4e+08ns,host12,0
+5.4e+08ns,host13,0
+5.4e+08ns,host14,0
+5.4e+08ns,host15,0
+5.4e+08ns,host16,0
+5.4e+08ns,host17,0
+5.4e+08ns,host18,0
+5.4e+08ns,host19,0
